Date,Open,High,Low,Close,Adj Close,Volume
2019-12-31,116.589996,117.040001,115.650002,116.419998,115.235092,1576000
2020-01-02,116.480003,116.839996,115.470001,116.830002,115.640930,1722500
2020-01-03,115.430000,117.000000,115.199997,116.860001,115.670624,1486500
2020-01-06,116.250000,117.480003,115.639999,117.430000,116.234818,1573600
2020-01-07,117.010002,118.879997,116.540001,118.800003,117.590881,1961900
2020-01-08,119.110001,120.089996,118.949997,119.150002,117.937317,1565200
2020-01-09,120.669998,122.620003,119.540001,122.129997,120.886978,2185800
2020-01-10,122.099998,122.379997,120.500000,120.720001,119.491333,1271700
2020-01-13,120.680000,120.779999,119.239998,119.970001,118.748970,1392100
2020-01-14,120.040001,120.129997,118.809998,118.959999,117.749245,1828000
2020-01-15,118.510002,119.370003,117.449997,117.769997,116.571358,1409100
2020-01-16,118.389999,118.919998,117.449997,118.050003,116.848511,1853700
2020-01-17,118.209999,118.720001,117.449997,117.680000,116.482277,2094800
2020-01-21,117.250000,118.220001,117.169998,117.800003,116.601059,1853300
2020-01-22,118.129997,118.500000,117.400002,117.410004,116.215027,1770500
2020-01-23,117.339996,118.620003,116.040001,118.209999,117.006874,1989100
2020-01-24,118.019997,118.400002,115.269997,115.760002,114.581818,1548100
2020-01-27,114.070000,115.500000,113.500000,114.849998,113.681084,2677900
2020-01-28,115.110001,115.470001,114.360001,114.480003,113.314842,1558400
2020-01-29,114.730003,115.419998,113.959999,114.269997,113.106972,1365900
2020-01-30,113.480003,114.660004,113.059998,114.180000,113.017891,1627100
2020-01-31,113.839996,114.040001,111.480003,112.190002,111.048149,5115000
2020-02-03,112.559998,114.720001,112.540001,113.830002,112.671471,1662700
2020-02-04,115.779999,116.800003,115.250000,116.349998,115.165810,1510200
2020-02-05,117.070000,119.080002,117.070000,118.739998,117.531479,1715700
2020-02-06,119.339996,119.650002,118.139999,118.190002,116.987076,1267000
2020-02-07,118.019997,118.029999,116.540001,117.430000,116.234818,1059000
2020-02-10,116.889999,118.400002,116.709999,118.260002,117.056366,1373400
2020-02-11,119.040001,119.930000,118.669998,119.699997,118.481720,1260900
2020-02-12,120.480003,120.599998,119.669998,120.059998,118.838051,1388800
2020-02-13,119.760002,120.750000,119.480003,120.599998,119.372551,1290300
2020-02-14,120.910004,121.970001,120.680000,121.779999,120.540543,1307700
2020-02-18,121.580002,123.010002,121.019997,122.489998,121.243317,1497200
2020-02-19,122.959999,123.629997,122.570000,122.940002,121.688744,1061200
2020-02-20,122.839996,124.160004,121.940002,123.809998,122.549873,1065400
2020-02-21,123.260002,123.870003,122.120003,123.239998,121.985687,1316400
2020-02-24,122.000000,123.180000,121.050003,121.620003,120.382179,1816400
2020-02-25,121.989998,122.209999,116.559998,116.750000,115.561745,2295700
2020-02-26,118.400002,121.410004,117.959999,119.199997,117.986809,2432000
2020-02-27,117.800003,119.019997,111.849998,111.940002,110.800705,2738900
2020-02-28,108.620003,110.650002,106.760002,108.779999,107.672852,4152000
2020-03-02,109.220001,112.000000,105.949997,111.980003,110.840294,3138100
2020-03-03,111.000000,114.309998,107.589996,109.220001,108.108383,3487300
2020-03-04,109.379997,110.500000,105.809998,109.559998,108.444916,4938700
2020-03-05,106.339996,107.160004,100.699997,101.690002,100.655022,3136700
2020-03-06,97.589996,103.419998,97.339996,102.510002,101.466667,3940100
2020-03-09,96.989998,97.820000,94.410004,94.809998,93.845039,4067500
2020-03-10,97.160004,101.919998,95.779999,101.849998,100.813393,3921200
2020-03-11,99.419998,100.970001,97.830002,98.559998,97.556862,3731100
2020-03-12,92.669998,96.459999,91.029999,91.349998,90.420258,5273900
2020-03-13,95.629997,97.129997,87.480003,92.830002,91.885193,4298400
2020-03-16,84.339996,84.339996,73.190002,73.930000,73.402916,4883700
2020-03-17,74.430000,74.669998,67.690002,69.559998,69.064064,7862800
2020-03-18,65.300003,65.949997,56.299999,59.970001,59.542439,8149600
2020-03-19,59.459999,69.330002,57.669998,65.000000,64.536575,7958700
2020-03-20,65.430000,70.000000,63.849998,63.900002,63.444424,10008700
2020-03-23,62.689999,66.430000,60.500000,62.919998,62.471401,5970200
2020-03-24,67.820000,71.800003,66.070000,71.580002,71.069664,8351500
2020-03-25,73.949997,84.860001,72.800003,81.290001,80.710434,5655300
2020-03-26,82.339996,86.830002,81.309998,85.599998,84.989708,5436500
2020-03-27,81.779999,85.779999,80.000000,82.550003,81.961449,3493000
2020-03-30,82.589996,85.500000,80.580002,84.870003,84.264915,3237400
