Date,Open,High,Low,Close,Adj Close,Volume
2019-12-31,7.090000,7.160000,7.090000,7.150000,7.011514,12060900
2020-01-02,7.130000,7.190000,7.100000,7.130000,6.991901,15984400
2020-01-03,7.050000,7.140000,7.010000,7.090000,6.952675,24579200
2020-01-06,7.050000,7.140000,7.040000,7.120000,6.982094,18958600
2020-01-07,7.080000,7.160000,7.050000,7.070000,6.933064,20560600
2020-01-08,7.060000,7.120000,7.020000,7.060000,6.923256,20770200
2020-01-09,7.060000,7.140000,7.030000,7.050000,6.913451,17167800
2020-01-10,7.060000,7.060000,6.980000,7.000000,6.864419,17392500
2020-01-13,7.000000,7.050000,6.960000,7.050000,6.913451,15844200
2020-01-14,7.020000,7.140000,6.980000,7.110000,6.972289,20748800
2020-01-15,7.120000,7.200000,7.100000,7.170000,7.031126,20946500
2020-01-16,7.190000,7.210000,7.140000,7.200000,7.060546,13557400
2020-01-17,7.210000,7.230000,7.160000,7.170000,7.031126,14090500
2020-01-21,7.150000,7.180000,7.120000,7.150000,7.011514,12909100
2020-01-22,7.160000,7.210000,7.120000,7.200000,7.060546,28995600
2020-01-23,7.170000,7.180000,7.080000,7.160000,7.021320,18264300
2020-01-24,7.150000,7.180000,7.050000,7.110000,6.972289,18141400
2020-01-27,7.060000,7.140000,7.020000,7.120000,6.982094,18845000
2020-01-28,7.130000,7.160000,7.100000,7.130000,6.991901,19484400
2020-01-29,7.120000,7.130000,7.050000,7.080000,6.942870,15905500
2020-01-30,7.050000,7.190000,7.020000,7.190000,7.050739,21907800
2020-01-31,7.160000,7.220000,7.050000,7.070000,6.933064,18435100
2020-02-03,7.100000,7.200000,7.080000,7.170000,7.031126,23236600
2020-02-04,7.220000,7.300000,7.140000,7.210000,7.070352,20751000
2020-02-05,7.250000,7.290000,7.170000,7.170000,7.031126,19045100
2020-02-06,7.180000,7.250000,7.170000,7.190000,7.050739,13389800
2020-02-07,7.140000,7.160000,7.090000,7.110000,6.972289,15385000
2020-02-10,7.130000,7.200000,7.120000,7.200000,7.060546,14253100
2020-02-11,7.200000,7.220000,7.160000,7.160000,7.034021,16604500
2020-02-12,7.170000,7.230000,7.170000,7.210000,7.083140,14613300
2020-02-13,7.210000,7.250000,7.200000,7.230000,7.102789,10570200
2020-02-14,7.230000,7.250000,7.200000,7.210000,7.083140,12271400
2020-02-18,7.190000,7.240000,7.180000,7.240000,7.112613,13622500
2020-02-19,7.220000,7.310000,7.210000,7.250000,7.122437,20385600
2020-02-20,7.280000,7.400000,7.250000,7.340000,7.210854,17588500
2020-02-21,7.330000,7.340000,7.230000,7.240000,7.112613,16891300
2020-02-24,7.160000,7.220000,7.040000,7.040000,6.916132,31409100
2020-02-25,7.080000,7.110000,6.950000,6.980000,6.857188,36293100
2020-02-26,7.000000,7.040000,6.780000,6.790000,6.670530,40379900
2020-02-27,6.700000,6.750000,6.450000,6.460000,6.346337,54696200
2020-02-28,6.300000,6.430000,6.200000,6.340000,6.228448,55307800
2020-03-02,6.280000,6.550000,6.260000,6.550000,6.434754,37938700
2020-03-03,6.480000,6.700000,6.420000,6.480000,6.365985,37680000
2020-03-04,6.570000,6.660000,6.560000,6.650000,6.532994,22911300
2020-03-05,6.480000,6.680000,6.460000,6.640000,6.523170,38219700
2020-03-06,6.360000,6.550000,6.330000,6.440000,6.326689,33961700
2020-03-09,6.160000,6.270000,5.970000,6.040000,5.933727,41161800
2020-03-10,6.160000,6.340000,5.960000,6.330000,6.218624,41116900
2020-03-11,6.120000,6.260000,5.960000,6.050000,5.943551,36447900
2020-03-12,5.660000,5.950000,5.280000,5.560000,5.462172,40210000
2020-03-13,5.780000,5.900000,5.440000,5.900000,5.796191,41060800
2020-03-16,5.240000,5.730000,4.980000,5.080000,4.990618,47077000
2020-03-17,5.150000,5.480000,4.890000,5.430000,5.334460,44691600
2020-03-18,5.150000,5.230000,4.530000,4.750000,4.666424,58495300
2020-03-19,4.670000,4.920000,4.510000,4.790000,4.705720,40726600
2020-03-20,4.800000,4.930000,4.410000,4.440000,4.361878,58310800
2020-03-23,4.380000,4.600000,4.110000,4.520000,4.440471,58213800
2020-03-24,4.800000,4.980000,4.700000,4.980000,4.892377,50657800
2020-03-25,4.980000,5.320000,4.920000,5.050000,4.961145,27040100
2020-03-26,5.070000,5.350000,5.070000,5.200000,5.108506,27208100
2020-03-27,5.040000,5.060000,4.900000,4.930000,4.843257,24632800
2020-03-30,4.960000,5.080000,4.760000,4.810000,4.725368,34793000
2020-03-31,4.840000,5.120000,4.800000,4.940000,4.853082,29402000
2020-04-01,4.760000,4.910000,4.600000,4.640000,4.558360,26473100
2020-04-02,4.590000,4.850000,4.510000,4.750000,4.666424,23163200
2020-04-03,4.730000,4.760000,4.410000,4.480000,4.401175,20780700
2020-04-06,4.720000,4.850000,4.680000,4.790000,4.705720,24069200
2020-04-07,4.920000,5.100000,4.820000,4.910000,4.823609,28279100
2020-04-08,4.990000,5.210000,4.920000,5.170000,5.079034,17521300
