Date,Open,High,Low,Close,Adj Close,Volume
2019-12-31,36.320000,36.525002,36.145000,36.400002,35.382534,988400
2020-01-02,36.500000,36.750000,35.965000,36.459999,35.440861,1153800
2020-01-03,36.009998,36.349998,36.009998,36.099998,35.090919,940300
2020-01-06,35.939999,36.139999,35.730000,36.014999,35.008297,792600
2020-01-07,35.889999,36.580002,35.830002,36.470001,35.450584,955700
2020-01-08,36.580002,36.919998,36.360001,36.419998,35.401974,1799500
2020-01-09,36.500000,36.669998,36.200001,36.500000,35.479744,851000
2020-01-10,36.549999,36.590000,35.990002,36.084999,35.076344,1067100
2020-01-13,36.090000,36.470001,35.820000,36.299999,35.285336,1207000
2020-01-14,36.130001,36.770000,35.911999,36.540001,35.518627,1441500
2020-01-15,36.570000,36.860001,36.480000,36.790001,35.761639,889600
2020-01-16,36.910000,38.259998,36.869999,38.230000,37.161388,1835100
2020-01-17,38.310001,38.840000,38.310001,38.575001,37.496742,1662700
2020-01-21,38.400002,38.540001,38.090000,38.410000,37.336357,1416700
2020-01-22,38.410000,38.599998,38.130001,38.400002,37.326633,1321200
2020-01-23,38.110001,38.130001,36.700001,36.900002,35.868565,2407400
2020-01-24,36.939999,36.939999,35.639999,36.040001,35.032604,2762300
2020-01-27,35.810001,36.419998,35.660000,36.369999,35.353374,1838800
2020-01-28,36.500000,36.820000,36.169998,36.619999,35.596386,1353100
2020-01-29,36.380001,36.630001,35.875000,35.990002,34.983997,876100
2020-01-30,35.599998,36.480000,35.529999,36.459999,35.440861,978500
2020-01-31,36.349998,36.570000,35.848999,36.330002,35.314495,1604300
2020-02-03,36.500000,37.250000,36.410000,36.830002,35.800522,1084600
2020-02-04,37.270000,37.570000,36.990002,37.400002,36.354588,1072200
2020-02-05,37.810001,38.209999,37.450001,37.930000,36.869774,1984500
2020-02-06,38.259998,38.439999,36.180000,36.500000,35.479744,2530200
2020-02-07,36.450001,36.459999,35.889999,36.369999,35.353374,1047900
2020-02-10,36.220001,36.845001,36.099998,36.779999,35.751919,1442000
2020-02-11,36.849998,36.849998,36.180000,36.610001,35.586666,926900
2020-02-12,36.770000,37.220001,36.720001,37.160000,36.121296,907700
2020-02-13,36.950001,37.740002,36.950001,37.520000,36.471233,1059400
2020-02-14,37.529999,37.590000,37.000000,37.310001,36.267105,750500
2020-02-18,37.259998,37.404999,36.939999,37.220001,36.179619,965600
2020-02-19,37.240002,37.720001,37.099998,37.529999,36.480949,674100
2020-02-20,37.180000,37.340000,35.900002,36.540001,35.518627,1605200
2020-02-21,36.290001,36.840000,35.480000,35.500000,34.507694,1593500
2020-02-24,35.270000,35.439999,34.090000,34.270000,33.312080,1503900
2020-02-25,34.410000,34.549999,32.645000,32.830002,31.912329,1922800
2020-02-26,33.360001,33.410000,32.080002,32.400002,31.494350,2761100
2020-02-27,31.990000,32.560001,30.990000,30.990000,30.123760,2763400
2020-02-28,30.200001,31.320000,29.860001,30.450001,29.598854,3917400
2020-03-02,30.480000,31.790001,30.070000,31.790001,30.901400,2871300
2020-03-03,31.190001,32.279999,30.340000,30.709999,30.069136,4065400
2020-03-04,31.040001,31.270000,30.129999,30.670000,30.029972,2778700
2020-03-05,29.830000,30.040001,28.910000,29.120001,28.512316,2206300
2020-03-06,27.709999,28.790001,27.549999,28.520000,27.924839,2821300
2020-03-09,26.750000,27.629999,26.379999,27.129999,26.563843,4129700
2020-03-10,27.959999,28.980000,26.770000,28.760000,28.159830,3554900
2020-03-11,27.820000,28.280001,27.299999,27.520000,26.945707,3077300
2020-03-12,26.549999,26.660000,24.290001,25.559999,25.026608,3106700
2020-03-13,26.400000,27.780001,24.243000,25.379999,24.850363,2710400
2020-03-16,23.299999,24.379999,22.680000,23.190001,22.706066,3320300
2020-03-17,23.500000,24.440001,22.170000,23.790001,23.293545,3157000
2020-03-18,22.540001,23.260000,20.639999,21.410000,20.963209,3549300
2020-03-19,21.430000,22.730000,20.100000,21.940001,21.482153,2025500
2020-03-20,22.299999,22.770000,19.920000,20.049999,19.631592,3236800
